Year,Authors,Title,Publication,Volume,Number,Pages,Publisher,DOIs,Relevant? Cody review,Notes,Found pdf?,Has supplementary materials? (yes/no),Is supplementary material in folder?,Supplementary material file name,Who is looking for this paper? (Initials)
2005,"Myers, Philip; Lundrigan, B; Kopple, B Vande; Lacey, EA; ",Climate change and the distribution of Peromyscus in Michigan: is global warming already having an impact,"Mammalian diversification: from chromosomes to phylogeography (a celebration of the career of James L. Patton)(EA Lacey and P. Myers, eds.). University of California Press, Berkeley",,,101-125,,,,,Yes,No,NA,NA,ERC
2005,"Nelson, Sherry; Badgley, Catherine; Zakem, Emily; ",Microwear in modern squirrels in relation to diet,Palaeontologia Electronica,8,1,401,,,,,Yes,No,NA,NA,KNP
2005,"Olson, Link E; Sargis, Eric J; Martin, Robert D; ",Intraordinal phylogenetics of treeshrews (Mammalia: Scandentia) based on evidence from the mitochondrial 12S rRNA gene,Molecular phylogenetics and evolution,35,3,656-673,Elsevier,10.1016/j.ympev.2005.01.005,,,Yes,No,NA,NA,KNP
2005,"Pardiñas, Ulyses FJ; D'Elía, Guillermo; Cirignoli, Sebastián; Suarez, Pablo; ","A new species of Akodon (Rodentia, Cricetidae) from the northern campos grasslands of Argentina",Journal of Mammalogy,86,3,462-474,The Oxford University Press,10.1644/1545-1542(2005)86[462:ANSOAR]2.0.CO;2,,,Yes,No,NA,NA,KNP
2005,"Patton, James L; ",Mammalian Diversification: From Chromosomes to Phylogeography,,,,,Univ of California Press,,,,Yes,No,NA,NA,KNP
2005,"Podlaha, Ondrej; Webb, David M; Tucker, Priscilla K; Zhang, Jianzhi; ",Positive selection for indel substitutions in the rodent sperm protein catsper1,Molecular biology and evolution,22,9,1845-1852,SMBE,10.1093/molbev/msi178,,,Yes,No,NA,NA,KNP
2005,"Rickart, Eric A; Heaney, Lawrence R; Goodman, Steven M; Jansa, Sharon; ",Review of the Philippine genera Chrotomys and Celaenomys (Murinae) and description of a new species,Journal of Mammalogy,86,2,415-428,,10.1644/BEL-124.1,,,Yes,No,NA,NA,KNP
2005,"Seabloom, Robert W; Shaffer, Terry L; ",Plains harvest mouse in North Dakota,,,,,,,,,Yes,No,NA,NA,KNP
2005,"Steiner, Cynthia; Tilak, Marie-ka; Douzery, Emmanuel JP; Catzeflis, François M; ",New DNA data from a transthyretin nuclear intron suggest an Oligocene to Miocene diversification of living South America opossums (Marsupialia: Didelphidae),Molecular phylogenetics and evolution,35,2,363-379,Elsevier,10.1016/j.ympev.2004.12.013,,,Yes,No,NA,NA,KNP
2005,"Teeter, Katherine Carter; ",Patterns of introgression in the European house mouse hybrid zone: Comparisons among loci and between transects,,,,,University of Michigan,,,,Yes,No,NA,NA,KNP
2005,"Tucker, Priscilla K; Sandstedt, Sara A; ",Male-Driven Evolution in Closely Related Species of the Mouse Genus Mus,,,,,"Springer-Verlag; Springer Science+ Business Media, Inc.",10.1007/s00239-004-0279-1,,,Yes,No,NA,NA,KNP
2005,"Tucker, Priscilla K; Sandstedt, Sara A; Lundrigan, Barbara L; ","Phylogenetic relationships in the subgenus Mus (genus Mus, family Muridae, subfamily Murinae): examining gene trees and species trees",Biological Journal of the Linnean Society,84,3,653-662,Wiley Online Library,10.1111/j.1095-8312.2005.00462.x,,,Yes,No,NA,NA,KNP
2005,"Tucker, Priscilla K; Sandstedt, Sara A; Lundrigan, Barbara L; ","The genus Mus as a model for evolutionary studiesEdited by J. Britton-Davidian and JB Searle. Phylogenetic relationships in the subgenus Mus (genus Mus, family Muridae, subfamily Murinae)",Biological Journal of the Linnean Society,84,3,653-662,[London] Published for the Linnean Society of London by Academic Press.,,,,Yes,Yes,Yes,"SM The genus Mus as a model for evolutionary studiesEdited by J. Britton-Davidian and JB Searle. Phylogenetic relationships in the subgenus Mus (genus Mus, family Muridae, subfamily Murinae) ",KNP
2005,"Vidal-López, Roberto; Horváth, Anna; Vázquez-Bautista, Daniel; ",Registro nuevo de Neotoma mexicana vulcani (Rodentia: Muridae) para México,Revista mexicana de biodiversidad,76,2,253-256,"Instituto de Biología, UNAM",,,,Yes,No,NA,NA,KNP
2005,"Voss, Robert S; Lunde, Darrin P; Jansa, Sharon A; ","On the contents of Gracilinanus Gardner and Creighton, 1989, with the description of a previously unrecognized clade of small didelphid marsupials",American Museum Novitates,2005,3482,1-36,American Museum of Natural History,10.1206/0003-0082(2005)482[0001:OTCOGG]2.0.CO;2,,,Yes,No,NA,NA,KNP
2005,"Webster, Wm David; ","RARE, THREATENED, AND ENDANGERED (RTE) MAMMALS OF THE CATAWBA-WATEREE PROJECT AREA IN NORTH AND SOUTH CAROLINA",,,,,,,,,Yes,No,NA,NA,KNP
2005,"Whitworth, JM; Myers, PM; Smith, J; Walls, AWG; McCabe, JF; ",Endodontic complications after plastic restorations in general practice,International endodontic journal,38,6,409-416,Wiley Online Library,10.1111/j.1365-2591.2005.00962.x,,,Yes,No,NA,NA,KNP
2005,"Wilson, Don E; Reeder, DeeAnn M; ",Mammal species of the world: a taxonomic and geographic reference,,,,,JHU Press,,,Google Book Found,No,No,NA,NA,KNP
2005,"WOODMAN, NEAL; ","SIZE EVOLUTION IN GOODWIN’S SMALL SIZE EVOLUTION IN GOODWIN’S SMALL SIZE EVOLUTION IN GOODWIN’S SMALL SIZE EVOLUTION IN GOODWIN’S SMALL-EARED SHREW, EARED SHREW, EARED SHREW, EARED SHREW, CRYPTOTIS CRYPTOTIS CRYPTOTIS CRYPTOTIS GOODWINIGOODWINIGOODWINIGOODWINI (MAMMALIA: SORICOMORPHA: SORICIDAE)(MAMMALIA: SORICOMORPHA: SORICIDAE)(MAMMALIA: SORICOMORPHA: SORICIDAE)(MAMMALIA: SORICOMORPHA: SORICIDAE)",Advances in the Biology of Shrews II,1,,125,Lulu. com,,,Google Book Found,No,No,NA,NA,KNP
2005,"Zelditch, ML; Myers, P; Lundrigan, BL; ",Dietary consistency and the canalization of skull growth,INTEGRATIVE AND COMPARATIVE BIOLOGY,45,6,1102-1102,"OXFORD UNIV PRESS INC JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",,,Only Citation Found,No,No,NA,NA,KNP
2004,"Annex, A; ",ANNEX A: MAMMALS,,,,,,,,,Yes,No,NA,NA,KNP
2004,"Bradley, Robert D; Carroll, Darin S; Haynie, Michelle L; Martínez, Raúl Muñiz; Hamilton, Meredith J; Kilpatrick, C William; ",A new species of Peromyscus from western Mexico,Journal of Mammalogy,85,6,1184-1193,American Society of Mammalogists,10.1644/BEL-113.1,,,Yes,No,NA,NA,KNP
2004,"Case, TJ; Cody, ML; Ezcurra, E; ",Return to the Sea of Cortes,,,,,,,,,Yes,No,NA,NA,KNP
2004,"D'Elía, Guillermo; Pardiñas, Ulyses FJ; ","Systematics of Argentinean, Paraguayan, and Uruguayan swamp rats of the genus Scapteromys (Rodentia, Cricetidae, Sigmodontinae)",Journal of Mammalogy,85,5,897-910,,10.1644/BRB-201,,,Yes,No,NA,NA,KNP
2004,"DeMattia, Elizabeth A; Curran, Lisa M; Rathcke, Beverly J; ",Effects of small rodents and large mammals on Neotropical seeds,Ecology,85,8,2161-2170,Eco Soc America,10.1890/03-0254,,,Yes,No,NA,NA,KNP
2004,"Durish, Nevin D; Halcomb, Kristina E; Kilpatrick, C William; Bradley, Robert D; ",Molecular systematics of the Peromyscus truei species group,Journal of Mammalogy,85,6,1160-1169,,10.1644/BER-115.1,,,Yes,No,NA,NA,KNP
2004,"Esselstyn, Jacob A; Widmann, Peter; Heaney, Lawrence R; ","The mammals of Palawan Island, Philippines",Proceedings of the Biological Society of Washington,117,3,271-302,National Museum of Natural History,,,,Yes,No,NA,NA,KNP
2004,"Gorog, Antonia J; Sinaga, Martua H; Engstrom, Mark D; ","Vicariance or dispersal? Historical biogeography of three Sunda shelf murine rodents (Maxomys surifer, Leopoldamys sabanus and Maxomys whiteheadi)",Biological Journal of the Linnean Society,81,1,91-109,Wiley Online Library,10.1111/j.1095-8312.2004.00281.x,,,Yes,No,NA,NA,KNP
2004,"Hafner, Mark S; Spradling, Theresa A; Light, Jessica E; Hafner, David J; Demboski, John R; ",Systematic revision of pocket gophers of the Cratogeomys gymnurus species group,Journal of Mammalogy,85,6,1170-1183,,10.1644/BER-122.1,,,Yes,No,NA,NA,KNP
2004,"Humphries, Christopher John; Ebach, MC; Lomolino, MV; Heaney, LR; ",Biogeography on a dynamic earth,,,,,Sinuaer Associates Inc.,,,Citation Only,No,No,NA,NA,KNP
2004,"Illoldi-Rangel, Patricia; Sánchez-Cordero, Victor; Peterson, A Townsend; ",Predicting distributions of Mexican mammals using ecological niche modeling,Journal of Mammalogy,85,4,658-662,American Society of Mammalogists,10.1644/BER-024,,,Yes,No,NA,NA,KNP
2004,"Lomolino, Mark V; Heaney, Lawrence R; ",Frontiers of biogeographynew directions in the geography of nature,,,,,,,,,Yes,No,NA,NA,KNP
2004,"Marques-Aguiar, Suely Aparecida; Voss, Robert; Leite, Yuri; ",BlOGEOGRAPHY AND CONSERVATION OF MAMMALS IN THE BRAZILIAN AMAZON FOREST,"Biodiversity in the Brazilian Amazon: Assessment and Priority Actions for Conservation, Sustainable Use and Benefit Sharing",,,109,Editora Estação Liberdade,,,Citation only,No,No,NA,NA,KNP
2004,"Norris, Ryan W; Zhou, Kaiya; Zhou, Caiquan; Yang, Guang; Kilpatrick, C William; Honeycutt, Rodney L; ",The phylogenetic position of the zokors (Myospalacinae) and comments on the families of muroids (Rodentia),Molecular Phylogenetics and Evolution,31,3,972-978,Academic Press,10.1016/j.ympev.2003.10.020,,,Yes,No,NA,NA,KNP
2004,"Rickart, Eric A; Heaney, Lawrence R; Hoffmann, Robert S; ",First record of Sorex tenellus from the central Great Basin,The Southwestern Naturalist,49,1,132-134,Southwestern Association of Naturalists,10.1894/0038-4909(2004)049<0132:FROSTF>2.0.CO;2,,,Yes,No,NA,NA,KNP
2004,"Sandstedt, Sara A; Tucker, Priscilla K; ",Evolutionary strata on the mouse X chromosome correspond to strata on the human X chromosome,Genome research,14,2,267-272,Cold Spring Harbor Lab,10.1101/gr.1796204.,,,Yes,No,NA,NA,ERC
2004,"Voss, Robert S; Gardner, Alfred L; Jansa, Sharon A; ","On the relationships of “Marmosa” formosa Shamel, 1930 (Marsupialia: Didelphidae), a phylogenetic puzzle from the Chaco of northern Argentina",American Museum Novitates,2004,3442,1-18,American Museum of Natural History,10.1206/0003-0082(2004)442<0001:OTROMF>2.0.CO;2,,,Yes,No,NA,NA,KNP
2004,"Voss, Robert S; Tarifa, Teresa; Yensen, Eric; ","An introduction to Marmosops (Marsupialia: Didelphidae), with the description of a new species from Bolivia and notes on the taxonomy and distribution of other Bolivian forms",American Museum Novitates,2004,3466,1-40,American Museum of Natural History,10.1206/0003-0082(2004)466<0001:AITMMD>2.0.CO;2,,,Yes,No,NA,NA,KNP
2004,"Webster, Wm David; ","MAMMALS OF THE CATAWBA-WATEREE PROJECT IN NORTH AND SOUTH CAROLINA, WITH ADDITIONAL NOTES ON THE MAMMALS OF THE GREAT FALLS BYPASS AREA IN SOUTH CAROLINA",,,,,,,,Citation only,No,No,NA,NA,KNP
2004,"Zelditch, M. L.; Swiderski, D. L.; Sheets, H. D.; Fink, W. L.; ",Geometric Morphometrics for Biologists: A Primer,,,,,Elsevier,,,2012 version found but nothing for 2004,No,No,NA,NA,KNP
2003,"D’elía, G; González, EM; Pardiñas, UFJ; ","Phylogenetic analysis of sigmodontine rodents (Muroidea), with special reference to the akodont genus Deltamys",Mammalian Biology,68,6,351-364,Springer International Publishing,10.1078/1616-5047-00104,,,Yes,No,NA,NA,KNP
2003,"Demastes, James W; Butt, Andrea L; Hafner, Mark S; Light, Jessica E; ","Systematics of a rare species of pocket gopher, Pappogeomys alcorni",Journal of Mammalogy,84,2,753-761,,10.1644/1545-1542(2003)084<0753:SOARSO>2.0.CO;2,,,Yes,No,NA,NA,KNP
2003,"Dragoo, Jerry W; Honeycutt, Rodney L; Schmidly, David J; ","Taxonomic status of white-backed hog-nosed skunks, genus Conepatus (Carnivora: Mephitidae)",Journal of Mammalogy,84,1,159-176,,10.1644/1545-1542(2003)084<0159:TSOWBH>2.0.CO;2,,,Yes,No,NA,NA,KNP
2003,"Friedrich, Teresa Joy; ",Ecology of sympatric species of Peromyscus as hosts for Ixodes scapularis and Borrelia burgdorferi in northern Michigan forests,,,,,University of Michigan,,,,Yes,No,NA,NA,KNP
2003,"Gingerich, Philip D; ",Land-to-sea transition in early whales: evolution of Eocene Archaeoceti (Cetacea) in relation to skeletal proportions and locomotion of living semiaquatic mammals,Paleobiology,29,3,429-454,,10.1666/0094-8373(2003)029<0429:LTIEWE>2.0.CO;2,,,Yes,No,NA,NA,KNP
2003,"Gorog, Antonia Judith; ",Historical biogeography of small mammals in the Sunda region of Southeast Asia,,,,,University of Michigan,,,,Yes,No,NA,NA,KNP
2003,"Hinshaw, S; ",II.: Use of Dermestid Beetles for Skeleton Preparation. Coordinator of Museum Collections Mammal Division. University of Michigan Museum of Zoology,,,,,UMMZ Publications,,,,No,No,NA,NA,KNP
2003,"Holman, J Alan; Lundrigan, Barbara L; Myers, Philip; ","Late Holocene (Little Ice Age Interval) microvertebrates from Mackinac County, Michigan",Michigan Academician,35,2,159-170,Michigan Academy of Science Arts & Letters,,,,Yes,No,NA,NA,KNP
2003,"Jansa, SA; Carleton, MD; ",Systematics and phylogenetics of Madagascar’s native rodents,The natural history of Madagascar,,,1257-1265,"pp1257–1265. Chicago, University of Chicago Press",,,Citation Only,No,No,NA,NA,KNP
2003,"Jansa, Sharon A; Lundrigan, Barbara L; Tucker, Priscilla K; ",Tests for positive selection on immune and reproductive genes in closely related species of the murine genus Mus,Journal of molecular evolution,56,3,294-307,Springer,10.1007/s00239-002-2401-6,,,Yes,No,NA,NA,KNP
2003,"Johannes, James E; ",The Basenji Annual Estrus: A comparison to other Canids,The Basenji,39,1,34-5,,,,,Yes,No,NA,NA,KNP
2003,"Lim, Burton K; Pedro, Wagner A; Passos, Fernando C; ",Differentiation and species status of the Neotropical yellow-eared bats Vampyressa pusilla and V. thyone (Phyllostomidae) with a molecular phylogeny and review of the genus,Acta Chiropterologica,5,1,15-29,BioOne,10.3161/001.005.0102,,,Yes,No,NA,NA,KNP
2003,"Luna, Lucía; Patterson, Bruce D; ","A remarkable new mouse (Muridae: Sigmodontinae) from southeastern Peru: with comments on the affinities of Rhagomys rufescens (Thomas, 1886)",,,101,,Field Museum of Natural History,,,,Yes,No,NA,NA,KNP
2003,"Morgan, Benjamin; ",DK Guide to Mammals: A wild journey with these extraordinary beasts,,,,,Dorling Kindersley Ltd,,,Unknown title,No,No,NA,NA,KNP
2003,"Patterson, BD; Ceballos, G; Sechrest, W; Tognelli, MF; Brooks, T; Luna, L; Ortega, P; Salazar, I; Young, BE; ",Digital distribution maps of the mammals of the Western Hemisphere,CD-ROM compiled by NatureServe,,,,,,,,Yes,No,NA,NA,KNP
2003,"Rickart, Eric A; Heaney, Lawrence R; Tabaranza, Blas R; ","A new species of Limnomys (Rodentia: Muridae: Murinae) from Mindanao Island, Philippines",Journal of Mammalogy,84,4,1443-1455,American Society of Mammalogists,10.1644/BRP-112,,,Yes,No,NA,NA,KNP
2003,"Sandstedt, Sara Amelia; ","The evolution of sex chromosomal genes, Smcy and Smcx, in the mouse genus Mus",,,,,University of Michigan,,,,Yes,No,NA,NA,KNP
2003,"Smith, JA; Whitworth, J; Myers, P; Walls, A; McCabe, J; ",New and replacement fillings in UK general practice: Who gets them and why?,Journal of Dental Research,,,,Newcastle University,,,Citation only,No,No,NA,NA,KNP
2003,"Steppan, Scott J; Zawadzki, Christopher; Heaney, Lawrence R; ",Molecular phylogeny of the endemic Philippine rodent Apomys (Muridae) and the dynamics of diversification in an oceanic archipelago,Biological Journal of the Linnean Society,80,4,699-715,Wiley Online Library,10.1111/j.1095-8312.2003.00274.x,,,Yes,No,NA,NA,KNP
2003,"Swiderski, D. L.; ",Separating size from allometry: analysis of lower jaw morphology in the fox squirrel Sciurus niger,Journal of Mammalogy,84,,861-876,,10.1644/BRB-025,,,Yes,No,NA,NA,KNP
2003,"Timm, Robert M; Genoways, Hugh H; ",West Indian mammals from the Albert Schwartz Collection: biological and historical information,Mammalogy Papers: University of Nebraska State Museum,,,107,,,,,Yes,No,NA,NA,KNP
2003,"Tucker, Priscilla K; Adkins, Ronald M; Rest, Joshua S; ","Differential rates of evolution for the ZFY-related zinc finger genes, Zfy, Zfx, and Zfa in the mouse genus Mus",Molecular biology and evolution,20,6,999-1005,SMBE,10.1093/molbev/msg112,,,Yes,No,NA,NA,KNP
2003,"Voss, Robert S; ","A new species of Thomasomys (Rodentia: Muridae) from eastern Ecuador, with remarks on mammalian diversity and biogeography in the Cordillera Oriental",American Museum Novitates,2003,3421,1-47,American Museum of Natural History,10.1206/0003-0082(2003)421<0001:ANSOTR>2.0.CO;2,,,Yes,No,NA,NA,KNP
2003,"Voss, Robert S; Jansa, Sharon A; ",Phylogenetic studies on didelphid marsupials II. Nonmolecular data and new IRBP sequences: separate and combined analyses of didelphine relationships with denser taxon sampling,Bulletin of the American Museum of Natural History,2003,276,1-82,American Museum of Natural History,10.1206/0003-0090(2003)276<0001:PSODMI>2.0.CO;2,,,Yes,No,NA,NA,KNP
2003,"Zalmout, Iyad S; Ul-Haq, Munir; Gingerich, Philip D; ","New species of Protosiren (Mammalia, Sirenia) from the early middle Eocene of Balochistan (Pakistan)",,,,,"Museum of Paleontology, The University of Michigan",,,,Yes,No,NA,NA,KNP
2003,"Zelditch, M. L.; Lundrigan, B. L.; Sheets, H. David; Garland, T.; ",Do precocial mammals develop at a faster rate? A comparison of rates of skull development in Sigmodon fulviventer and Mus musculus domesticus,Journal of Evolutionary Biology,16,,708-720,,10.1046/j.1420-9101.2003.00568.x,,,Yes,No,NA,NA,KNP
2002,"Carleton, Michael D; Sánchez, Oscar; Vidales, G Urbano; ","A new species of Habromys (Muridae: Neotominae) from México, with generic review of species definitions and remarks on diversity patterns among Mesoamerican small mammals restricted to humid montane forests",Proceedings of the Biological Society of Washington,,,,,,,,Yes,No,NA,NA,KNP
2002,"Carstens, Bryan C; Lundrigan, Barbara L; Myers, Philip; ",A phylogeny of the neotropical nectar-feeding bats (Chiroptera: Phyllostomidae) based on morphological and molecular data,Journal of Mammalian Evolution,9,1,23-53,Kluwer Academic Publishers-Plenum Publishers,10.1023/A:1021331711108,,,Yes,No,NA,NA,KNP
2002,"de Oliveira, Joao A; Bonvicino, Cibele R; ",A new species of sigmodontine rodent from the Atlantic forest of eastern Brazil,Acta theriologica,47,3,307-322,Springer,10.1007/BF03194149,,,Yes,No,NA,NA,KNP
2002,"Díaz, M Mónica; Flores, David A; Barquez, Rubén M; ","A new species of gracile mouse opossum, genus Gracilinanus (Didelphimorphia: Didelphidae), from Argentina",Journal of Mammalogy,83,3,824-833,,10.1644/1545-1542(2002)083<0824:ANSOGM>2.0.CO;2,,,Yes,No,NA,NA,KNP
